gene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
SAGE1,0,0,0,0,0,0,0,0
SAGE2P,0,0,0,0,0,0,0,0
SAGE3P,0,0,0,0,0,0,0,0
SAGE4P,0,0,0,0,0,0,0,0
SALL1,18,56,10,3,95,184,12,31
SALL1P1,0,0,0,0,0,0,0,0
SALL2,530,319,517,200,599,382,406,252
SALL3,0,0,0,0,0,0,0,0
SALL4,33,20,46,6,12,11,13,5
SALL4P1,0,0,0,0,0,0,0,0
SALL4P2,0,0,0,0,0,0,0,0
SALL4P3,0,0,0,0,0,0,0,0
SALL4P4,0,0,0,0,0,1,0,0
SALL4P5,0,0,0,1,0,0,0,0
SALL4P6,0,0,0,0,0,0,0,0
SALL4P7,0,0,0,0,1,0,0,0
SAMD1,374,391,337,243,320,348,350,297
SAMD10,56,35,49,30,51,45,66,42
SAMD11,183,81,138,9,132,52,98,19
SAMD11P1,0,0,0,0,0,0,0,0
SAMD12,128,38,220,41,123,42,190,42
SAMD13,38,10,38,8,26,11,15,6
SAMD14,78,58,114,63,70,51,126,135
SAMD15,16,13,25,16,24,22,12,9
SAMD3,33,14,18,12,20,14,28,10
SAMD4A,2269,4046,1925,2507,1984,5537,1878,5124
SAMD4B,2444,2526,2407,1641,2553,3177,2491,3648
SAMD5,515,242,552,145,302,380,419,143
SAMD7,1,1,1,0,1,0,0,0
SAMD8,1363,1510,1567,1495,1338,2097,1147,1986
SAMD9,593,465,726,368,377,554,419,445
SAMD9L,888,522,1372,524,1271,1006,787,539
SAMHD1,1785,19253,2285,22245,1803,19191,1932,35584
SAMM50,921,943,896,564,888,987,641,674
SAMM50P1,0,0,1,0,0,0,1,0
SAMSN1,1,1,1,0,0,0,1,1
SAMTOR,546,262,460,272,407,809,320,528
SANBR,191,125,291,123,388,254,265,207
SAP130,758,538,797,420,808,642,622,666
SAP18,1905,1796,2616,1431,2380,3090,1685,2021
SAP18P1,0,0,0,0,0,0,0,0
SAP18P2,0,0,0,0,0,0,0,0
SAP18P3,0,0,0,0,0,0,0,0
SAP25,16,21,11,12,18,25,8,20
SAP30,280,790,367,520,398,836,344,717
SAP30BP,605,629,886,472,817,931,548,634
SAP30L,1634,1554,1713,1271,1850,2216,1602,1750
SAP30P1,1,0,0,0,1,0,0,0
SAPCD1,5,2,3,1,4,8,8,2
SAPCD2,2,12,5,1,8,7,5,5
SAPCD2P1,0,0,0,0,0,0,0,0
SAPCD2P2,0,0,0,0,0,0,0,0
SAPCD2P3,0,0,0,0,1,0,0,0
SAPCD2P4,0,0,0,0,0,0,0,0
SAR1A,3338,3330,3359,2643,3780,6158,2640,3159
SAR1AP1,0,0,0,0,0,0,0,0
SAR1AP2,0,0,0,0,0,0,0,0
SAR1AP3,0,0,0,0,0,0,0,0
SAR1AP4,0,0,0,0,0,0,0,0
SAR1B,868,762,1259,789,1418,1910,792,956
SARAF,2929,2252,4031,2138,3571,4007,2586,2473
SARDH,33,17,52,49,22,22,56,30
SARM1,311,354,326,168,370,342,357,310
SARNP,654,654,826,438,946,844,550,590
SARS1,3373,2391,4016,1609,3679,2861,3295,2173
SARS2,71,70,116,45,95,83,84,79
SART1,1133,1102,1060,695,1373,1507,954,900
SART3,905,803,1041,597,1139,1321,929,822
SASH1,3076,3183,3593,1732,4134,5365,2547,3133
SASH3,0,0,0,0,1,0,0,0
SASS6,68,38,78,32,90,51,71,44
SAT1,2166,6424,2885,3520,3226,6623,1877,5941
SAT2,839,700,770,456,775,719,722,638
SATB1,880,606,1069,513,1191,780,800,870
SATB2,326,340,222,120,414,486,423,298
SATL1,0,0,0,0,0,0,0,0
SAV1,1335,1249,1283,789,2008,1729,1228,1139
SAXO1,2,4,2,2,11,4,2,1
SAXO2,19,12,40,24,30,23,22,18
SAXO4,41,38,79,39,49,38,44,35
SAXO5,2,3,7,1,3,1,0,1
SAXO6,183,156,271,131,235,231,218,180
SAYSD1,339,300,271,199,261,296,255,292
SBDS,1925,2430,3012,2023,2588,3464,1739,2566
SBDSP1,325,322,555,319,479,535,383,396
SBF1,3108,2817,3602,2215,3275,4656,2625,3227
SBF1P1,0,0,0,0,0,0,0,0
SBF1P2,0,0,0,0,0,0,0,0
SBF2,2199,2194,3742,4417,3194,7205,3153,6219
SBK1,17,11,23,3,12,10,28,10
SBK2,0,0,1,0,0,0,0,0
SBK3,0,0,1,1,0,0,1,2
SBNO1,1326,1084,1517,755,1490,1884,1200,1265
SBNO2,739,772,609,486,696,1070,520,685
SBSN,150,72,367,197,435,398,412,336
SBSPON,13,24,27,28,25,32,18,26
SC4MOP,0,0,0,0,0,0,0,0
SC5D,438,376,537,389,565,611,355,369
SCAF1,1413,1489,1387,898,1279,1777,1122,1262
SCAF11,2169,1833,2496,1501,2747,3939,2008,2215
SCAF4,804,778,1390,689,1091,1419,853,927
SCAF8,1163,917,1391,737,1363,1624,1076,1066
SCAI,718,530,779,309,1127,778,690,410
SCAMP1,1095,853,1254,640,1258,1537,1141,1068
SCAMP2,1180,1163,1411,958,1431,2284,1058,1450
SCAMP3,505,574,595,360,662,760,438,574
SCAMP4,1500,1144,1437,772,1391,1977,1138,1169
SCAMP5,72,34,36,37,67,76,37,24
SCAND1,483,427,401,245,417,584,378,411
SCAND2P,202,139,291,124,285,344,175,214
SCAND3,4,11,11,4,17,22,5,4
SCAND3P1,0,0,0,0,0,0,0,0
SCAP,1441,1581,1574,1178,1720,2409,1295,1695
SCAPER,336,327,429,202,254,351,243,384
SCARA3,2807,1305,2987,1249,3111,2367,2154,1730
SCARA5,58,449,404,626,54,64,302,934
SCARB1,301,183,503,165,534,560,252,180
SCARB2,8849,7444,11652,6517,11743,12901,9720,9487
SCARF1,10,29,11,10,11,31,10,16
SCARF2,935,1207,1070,618,1190,1690,898,1556
SCART1,86,41,59,36,66,91,38,41
SCCPDH,916,760,1258,659,1050,1242,766,790
SCD,3649,581,3005,370,2469,1230,891,238
SCD5,522,431,709,444,527,680,562,642
SCDP1,0,0,0,0,0,0,0,0
SCEL,0,0,0,0,0,0,0,0
SCFD1,1112,905,1229,798,1316,1747,914,939
SCFD2,342,293,352,159,271,312,335,272
SCG2,26,43,101,103,78,92,47,122
SCG3,10,6,12,6,7,2,3,7
SCG5,365,286,424,214,130,194,403,319
SCGB1A1,0,0,0,0,0,0,0,0
SCGB1C1,0,0,0,0,0,0,0,0
SCGB1C2,0,0,0,0,0,0,0,0
SCGB1D1,0,0,0,0,0,0,0,0
SCGB1D2,0,0,0,0,0,0,0,0
SCGB1D4,0,0,0,0,0,0,0,0
SCGB1D5P,0,1,0,0,0,0,0,0
SCGB2A1,0,0,0,0,0,0,0,0
SCGB2A2,0,0,0,0,0,0,0,0
SCGB2B2,14,8,20,20,12,7,5,6
SCGB2B3P,0,0,0,0,0,1,0,0
SCGB3A1,0,0,0,0,0,1,0,0
SCGB3A2,13,5,11,14,4,20,7,3
SCGN,0,0,0,0,0,0,0,0
SCHIP1,42,26,63,13,93,81,53,17
SCIMP,21,12,42,13,38,32,28,20
SCIN,18,29,35,12,18,65,38,20
SCLT1,183,204,184,114,225,211,149,125
SCLY,129,182,146,125,164,263,103,192
SCMH1,770,660,858,531,995,1110,637,729
SCML1,357,444,578,287,442,650,381,500
SCML2,52,38,74,39,66,44,59,40
SCML2P1,0,0,0,0,0,0,0,0
SCML2P2,3,1,6,1,9,3,3,3
SCML4,2,2,1,2,5,1,4,0
SCN10A,0,2,1,1,0,1,0,1
SCN11A,5,1,9,6,9,9,3,8
SCN1A,65,259,7,104,236,305,68,40
SCN1B,149,51,148,38,258,93,146,64
SCN2A,508,195,571,220,231,179,187,90
SCN2B,245,124,135,49,49,44,273,146
SCN3A,181,29,780,568,65,70,639,565
SCN3B,16,9,20,6,15,17,11,11
SCN4A,0,1,2,1,1,0,1,0
SCN4B,550,297,197,83,132,162,407,292
SCN5A,60,31,187,236,49,135,216,363
SCN7A,2681,4290,3222,5153,1710,5481,3937,12229
SCN8A,714,488,1220,419,785,953,686,896
SCN9A,1374,1390,3797,1454,3543,4093,2703,2886
SCNM1,264,251,336,210,333,391,224,256
SCNN1A,12,10,7,7,10,19,16,8
SCNN1B,0,0,0,0,1,0,0,0
SCNN1D,155,112,124,55,251,149,135,70
SCNN1G,2,2,3,1,6,2,2,2
SCO1,740,499,918,528,895,1281,673,770
SCOC,902,869,942,783,826,1319,828,899
SCOCP1,0,0,5,2,3,4,2,2
SCP2,3340,2481,3923,2063,4077,3675,2900,2548
SCP2D1,0,0,0,0,0,0,0,0
SCPEP1,2645,2002,3372,2204,3108,3272,2633,2613
SCRG1,16,39,30,64,14,30,21,49
SCRIB,545,452,638,256,638,837,428,457
SCRN1,4383,4477,4685,3675,4531,7714,4341,6718
SCRN2,505,354,398,155,378,423,378,329
SCRN3,517,350,632,248,725,630,440,499
SCRT1,1,2,2,0,2,0,0,0
SCRT2,0,0,0,0,0,0,1,0
SCT,1,1,1,1,1,1,1,2
SCTR,0,1,0,0,0,1,1,0
SCUBE1,175,184,48,22,332,353,45,56
SCUBE2,38,75,185,138,70,67,70,114
SCUBE3,39,49,129,77,293,466,193,173
SCX,14,4,9,7,9,13,4,14
SCYL1,1790,1858,2327,1185,2506,3215,1651,1896
SCYL2,1156,892,1419,794,1485,1566,1166,1167
SCYL2P1,1,0,3,2,1,7,1,4
SCYL3,347,258,364,237,318,447,330,324
SDAD1,731,715,936,582,1155,1257,770,806
SDAD1P1,88,55,138,65,110,122,83,73
SDAD1P2,0,0,0,0,0,0,0,0
SDAD1P3,0,0,0,0,0,0,0,0
SDAD1P4,0,0,0,0,0,0,0,0
SDC1,474,235,803,197,822,493,400,241
SDC2,980,920,1686,910,1566,3195,1515,1733
SDC3,4566,2611,3799,1494,3452,3422,3554,2929
SDC4,6224,3686,9376,3734,5481,7109,5756,4200
SDC4P,0,0,0,0,0,0,0,0
SDCBP,6784,5192,7180,4090,8718,6916,6459,5605
SDCBP2,29,42,25,23,63,60,40,57
SDCBP2P1,0,0,0,0,0,1,0,0
SDCBPP1,0,0,0,0,0,0,0,0
SDCBPP2,0,0,0,0,0,0,1,0
SDCBPP3,0,0,0,0,0,1,1,1
SDCCAG8,263,238,468,136,353,282,321,335
SDE2,254,222,274,154,292,316,246,196
SDF2,816,702,799,601,935,1141,621,720
SDF2L1,129,151,123,44,109,405,91,120
SDF4,4427,4475,5814,2962,5963,7589,3888,4904
SDHA,2510,2147,2324,1330,2558,2914,1960,2212
SDHAF1,152,125,115,94,117,138,124,116
SDHAF2,174,234,193,194,179,347,179,250
SDHAF3,127,100,113,64,65,111,68,86
SDHAF4,107,80,142,76,135,144,92,88
SDHAP1,309,296,330,147,367,364,284,296
SDHAP2,22,20,19,8,18,24,15,15
SDHAP3,68,59,120,61,58,80,77,68
SDHAP4,266,201,324,180,373,367,228,227
SDHB,642,662,925,533,1115,1127,610,733
SDHBP1,0,0,0,0,0,0,0,0
SDHC,2635,2301,2364,1722,2157,2784,1750,1975
SDHCP1,0,0,0,0,0,0,0,2
SDHCP2,0,0,0,0,0,1,0,0
SDHCP3,0,0,0,0,0,0,0,0
SDHCP4,0,1,0,0,0,0,1,0
SDHCP5,0,0,0,0,0,0,0,0
SDHD,1429,1300,1480,983,1555,2253,1237,1307
SDHDP1,0,0,0,0,0,0,0,0
SDHDP2,0,0,0,0,0,0,0,0
SDHDP3,0,0,0,0,0,0,0,0
SDHDP4,0,0,0,0,0,0,0,0
SDHDP5,0,0,0,0,0,0,0,0
SDHDP6,6,0,8,0,8,10,0,0
SDK1,1186,828,712,306,867,732,1649,1242
SDK2,44,46,13,3,5,41,10,46
SDR16C5,0,0,0,0,0,0,0,0
SDR16C6P,1,1,2,1,1,0,1,1
SDR39U1,401,348,565,264,537,777,434,483
SDR42E1,2,12,27,11,11,13,33,10
SDR42E1P1,0,0,0,0,0,0,0,0
SDR42E1P2,0,0,0,0,0,0,0,0
SDR42E1P3,0,0,0,0,0,0,0,0
SDR42E1P4,0,0,0,0,0,0,0,0
SDR42E1P5,0,0,0,0,0,0,0,0
SDR42E2,1,2,1,0,4,0,0,0
SDR9C7,0,0,1,1,2,0,1,0
SDS,2,1,5,0,3,5,1,3
SDSL,95,47,123,26,93,74,56,34
SEBOX,0,0,0,1,0,0,0,0
SEC11A,2419,2304,2694,1603,2627,3118,1996,2096
SEC11B,0,0,0,0,0,0,1,0
SEC11C,113,65,103,50,104,115,71,66
SEC13,1676,1442,1943,852,1979,2322,1307,1144
SEC13P1,1,1,1,0,2,2,0,0
SEC14L1,1268,988,1426,949,1731,1876,1256,1510
SEC14L1P1,12,8,36,15,22,24,11,10
SEC14L2,191,273,224,196,166,259,229,382
SEC14L3,1,1,1,1,4,2,2,2
SEC14L4,2,3,6,6,6,12,13,17
SEC14L5,147,99,123,116,60,66,108,186
SEC14L6,10,10,13,14,14,14,41,40
SEC16A,2513,2632,2713,1992,2960,4220,2196,2615
SEC16B,369,185,423,127,224,137,294,138
SEC1P,18,1,32,2,12,5,33,16
SEC22A,307,256,406,230,373,438,334,253
SEC22B,3672,3696,4844,3404,4769,7950,3870,5067
SEC22B2P,0,0,0,14,0,0,10,7
SEC22B3P,7,11,26,0,20,38,0,0
SEC22B4P,0,0,3,0,2,1,0,2
SEC22C,1213,1500,1298,1080,1193,1811,1377,1801
SEC23A,4440,3023,4325,2432,3884,6176,4043,3747
SEC23B,472,486,672,320,616,758,438,375
SEC23IP,1062,1007,1285,818,1782,2633,1182,1121
SEC24A,1080,1008,1024,684,1196,1768,955,915
SEC24AP1,11,27,13,27,13,11,14,31
SEC24B,1098,1195,1154,1011,1332,1834,876,1599
SEC24C,2226,1847,2487,1336,2608,2860,1759,1886
SEC24D,2796,2217,2926,1655,3371,3681,2609,2369
SEC31A,9665,7526,10953,5583,12276,12892,8577,7476
SEC31B,267,344,372,253,402,483,473,332
SEC61A1,11775,8428,14219,6590,13308,14832,10837,8094
SEC61A2,158,117,179,74,214,165,162,108
SEC61B,892,883,937,533,844,1314,713,667
SEC61G,564,478,537,371,451,807,385,364
SEC61GP1,0,0,0,0,0,0,0,0
SEC62,4233,4365,5671,3341,6442,8699,5176,4949
SEC63,3318,2361,4840,2777,4059,5201,3299,3378
SEC63P1,1,0,2,0,0,0,2,1
SEC63P2,0,0,0,0,0,0,0,0
SECISBP2,625,573,745,420,822,846,572,541
SECISBP2L,2060,1559,2486,1230,2846,3298,1820,1761
SECTM1,792,377,1017,367,758,614,894,500
SEH1L,259,461,346,281,314,745,347,464
SEL1L,5101,4111,7217,3664,4928,9389,5242,6646
SEL1L2,0,0,5,2,0,1,0,2
SEL1L3,1440,626,2524,994,1961,2432,2367,1396
SELE,0,0,0,0,0,0,0,0
SELENBP1,1846,1390,2091,755,1661,1180,1481,782
SELENOF,3142,2899,3112,2636,3248,4977,2740,3346
SELENOH,539,600,615,371,605,917,418,491
SELENOI,301,240,347,181,406,497,282,283
SELENOK,379,377,379,269,438,657,260,313
SELENOKP1,0,0,3,2,1,0,1,0
SELENOKP2,0,0,0,0,0,0,0,0
SELENOKP3,1,0,0,0,0,0,0,0
SELENOM,1931,1995,2349,1568,2112,3150,1789,2256
SELENON,4325,4001,3888,2368,5418,7521,4190,4537
SELENOO,453,629,421,362,462,687,349,516
SELENOP,16415,18137,18201,14406,14160,19415,15816,20928
SELENOS,615,947,756,703,715,1320,594,904
SELENOT,1162,1127,1466,961,1373,1748,1038,966
SELENOTP1,0,0,0,0,0,0,0,0
SELENOTP2,0,0,0,0,0,0,0,0
SELENOV,1,0,3,0,3,0,0,0
SELENOW,634,731,880,557,858,1176,688,775
SELENOWP1,0,0,0,0,0,0,0,0
SELL,9,17,3,0,2,4,5,5
SELP,0,0,0,0,0,0,0,0
SELPLG,72,35,176,62,96,113,77,56
SEM1,703,666,917,501,830,1176,643,669
SEM1P1,0,0,0,0,0,0,0,0
SEMA3A,860,351,955,207,1466,711,1142,481
SEMA3B,1860,956,2108,723,1281,996,1485,1002
SEMA3C,2872,2435,5728,1698,2654,2788,3472,3990
SEMA3D,607,229,1532,499,1050,1159,532,481
SEMA3E,77,79,124,92,249,346,222,226
SEMA3F,560,372,934,436,706,725,581,641
SEMA3G,1,0,1,0,0,1,0,7
SEMA4A,31,37,85,23,31,25,33,34
SEMA4B,607,503,712,378,637,623,582,790
SEMA4C,783,914,819,638,719,879,558,1037
SEMA4D,249,182,344,212,149,163,201,179
SEMA4F,364,225,291,163,413,435,260,260
SEMA4G,166,127,200,123,251,300,118,132
SEMA5A,4699,2849,3560,1355,8160,9714,5124,4349
SEMA5B,0,0,1,1,1,0,0,0
SEMA6A,66,60,96,29,41,85,18,36
SEMA6B,15,31,66,18,74,30,48,6
SEMA6C,210,190,124,100,202,259,128,280
SEMA6D,426,129,498,163,416,217,303,178
SEMA7A,196,148,334,203,323,835,242,273
SEMG1,0,0,0,0,0,0,0,0
SEMG2,0,0,0,0,0,0,0,0
SENP1,443,348,454,285,483,698,408,339
SENP2,847,570,950,693,1286,1078,836,805
SENP3,695,776,825,528,981,1208,579,677
SENP3-EIF4A1,28,7,22,7,0,20,0,0
SENP5,569,557,693,558,913,882,791,700
SENP6,1707,1266,1873,1115,2228,2246,1436,1514
SENP7,375,185,571,176,479,332,379,248
SENP8,69,76,100,48,101,108,78,63
SEPHS1,808,771,989,471,1138,1101,667,700
SEPHS1P1,0,0,0,0,0,0,0,1
SEPHS1P2,0,0,0,0,0,0,0,0
SEPHS1P4,0,0,0,0,0,0,0,0
SEPHS1P6,0,0,2,2,0,0,0,0
SEPHS1P7,0,0,0,0,0,0,0,0
SEPHS2,630,618,657,411,662,846,617,579
SEPHS2P1,0,0,0,0,0,0,0,0
SEPSECS,262,114,251,163,343,243,272,276
SEPTIN1,35,33,38,22,47,59,32,45
SEPTIN10,2545,1966,2755,1569,3665,4145,2515,2675
SEPTIN10P1,3,7,4,11,5,16,6,13
SEPTIN11,17096,19337,26015,11880,32507,47688,23039,22451
SEPTIN12,0,2,0,2,0,1,0,0
SEPTIN14,16,15,25,10,24,23,19,24
SEPTIN14P1,0,0,0,0,0,0,0,0
SEPTIN14P12,1,0,0,0,0,0,0,0
SEPTIN14P17,0,0,0,0,0,0,0,0
SEPTIN14P19,6,1,10,5,15,10,8,4
SEPTIN14P2,1,0,0,1,0,1,2,3
SEPTIN14P24,0,0,0,0,0,0,0,0
SEPTIN14P3,0,0,0,0,0,0,0,0
SEPTIN14P4,0,0,0,0,0,0,1,0
SEPTIN14P6,2,2,1,0,0,1,1,0
SEPTIN14P8,0,2,0,0,0,0,0,0
SEPTIN2,15758,13208,16116,9873,16757,20448,12644,12290
SEPTIN2P1,0,0,0,0,0,0,0,0
SEPTIN3,49,21,23,3,27,13,14,3
SEPTIN4,27,42,23,31,9,67,3,25
SEPTIN5,478,303,456,161,472,513,495,369
SEPTIN6,232,143,251,117,328,447,273,213
SEPTIN7,7499,7720,11555,7474,7861,11762,7603,9367
SEPTIN7P1,0,0,0,0,0,0,0,0
SEPTIN7P10,0,0,0,0,0,0,0,0
SEPTIN7P11,0,0,0,0,0,0,0,0
SEPTIN7P12,1,0,0,0,0,0,0,0
SEPTIN7P13,77,82,121,28,87,132,148,101
SEPTIN7P14,154,137,223,83,152,153,103,118
SEPTIN7P15,0,0,0,0,0,0,0,0
SEPTIN7P2,195,135,267,154,159,198,263,204
SEPTIN7P3,0,0,0,0,1,1,0,0
SEPTIN7P4,0,0,0,0,0,0,0,0
SEPTIN7P5,0,0,0,0,0,0,0,0
SEPTIN7P6,0,0,0,0,0,1,0,0
SEPTIN7P7,0,0,0,1,0,0,0,0
SEPTIN7P8,0,0,0,0,0,0,0,0
SEPTIN7P9,2,0,2,1,1,4,1,1
SEPTIN8,2407,1643,2645,1114,2567,2606,2038,1712
SEPTIN9,12129,8853,11228,4459,11214,10315,7590,5471
SERAC1,888,576,1349,705,1360,1438,1040,724
SERBP1,4662,6162,5477,4196,5803,7262,4307,6030
SERBP1P1,0,0,0,1,0,1,0,0
SERBP1P2,0,0,0,0,0,0,0,0
SERBP1P3,0,0,0,0,0,0,0,0
SERBP1P4,0,0,0,0,0,0,0,0
SERBP1P5,0,0,1,0,1,2,0,0
SERBP1P6,0,0,0,0,0,0,0,0
SERF1A,76,60,79,63,97,84,76,72
SERF1AP1,0,0,0,0,0,0,0,0
SERF1B,65,64,79,73,109,187,81,68
SERF2,7477,6764,7105,4715,6533,8429,6457,6066
SERGEF,198,154,207,137,161,167,191,175
SERHL2,76,68,98,60,120,112,72,74
SERINC1,9088,9251,12368,9780,10503,14443,9704,11638
SERINC2,1407,1653,2539,1539,1607,3089,1135,1329
SERINC3,5565,6124,7032,5186,7063,10200,6140,9245
SERINC4,2,2,4,0,9,9,2,7
SERINC5,713,546,702,356,749,796,626,643
SERP1,2076,1785,2191,1250,1862,2604,2249,1724
SERP2,154,142,143,91,151,167,105,113
SERPINA1,1,0,0,0,1,0,0,0
SERPINA10,10,10,16,11,12,12,6,14
SERPINA11,0,0,0,0,0,0,0,0
SERPINA12,0,0,0,0,0,0,0,0
SERPINA13P,0,0,0,0,0,0,0,0
SERPINA15P,0,0,0,0,0,0,0,0
SERPINA2,0,0,0,0,0,0,0,0
SERPINA3,238,2075,161,847,137,1140,87,901
SERPINA4,0,0,0,0,0,0,0,0
SERPINA5,6,13,1,1,4,4,12,16
SERPINA6,0,0,0,0,0,0,0,0
SERPINA7,0,0,0,0,0,0,0,0
SERPINA7P1,0,0,0,0,0,0,0,0
SERPINA9,0,0,0,0,0,0,0,0
SERPINB1,588,567,662,457,610,1068,389,779
SERPINB10,4,0,2,3,1,1,0,1
SERPINB11,0,0,2,0,5,1,0,1
SERPINB12,0,0,0,0,0,1,0,0
SERPINB13,0,0,0,0,0,0,1,0
SERPINB2,8,6,7,14,18,18,4,3
SERPINB3,0,0,0,0,0,0,0,0
SERPINB4,0,0,0,0,0,0,0,0
SERPINB5,1,1,0,1,1,1,0,0
SERPINB6,1833,1575,1924,963,2247,2122,1445,1302
SERPINB7,5,3,6,4,7,10,4,1
SERPINB8,334,376,352,283,402,725,315,513
SERPINB8P1,0,0,0,0,0,0,0,0
SERPINB9,138,156,196,168,178,381,122,243
SERPINC1,2,3,0,1,4,4,2,2
SERPIND1,0,2,1,0,0,0,1,0
SERPINE1,3673,4161,7465,5650,5133,18976,4689,5701
SERPINE2,8531,4050,22415,8145,11012,9105,8728,6062
SERPINE3,3,5,1,2,2,3,3,1
SERPINE4P,0,0,0,0,0,0,0,0
SERPINF1,11329,8155,9865,5509,12047,12665,10126,9902
SERPINF2,5,6,4,10,3,5,6,15
SERPING1,15831,19642,25987,19860,12577,19374,19537,28905
SERPINH1,9394,4804,9198,3053,9186,9598,7704,3984
SERPINH1P1,1,1,1,0,4,0,0,0
SERPINI1,33,20,85,66,46,32,73,50
SERPINI2,0,0,0,0,0,0,0,0
SERTAD1,252,240,270,139,240,338,200,190
SERTAD2,1109,667,1108,537,1114,1157,1003,888
SERTAD3,329,309,387,164,392,378,216,236
SERTAD4,7,5,2,2,16,9,5,8
SERTM1,0,0,0,0,0,1,0,0
SESN1,844,616,955,421,889,876,792,653
SESN2,1312,738,1230,313,1143,767,1030,494
SESN3,3555,2378,4153,1382,3584,2859,3010,2512
SESTD1,1555,1276,1334,870,1796,1333,1446,1289
SET,3718,3409,4975,2836,5543,5935,3802,3934
SETBP1,1612,974,1904,985,1449,1800,1321,1300
SETD1A,587,552,618,338,673,876,501,504
SETD1B,970,952,1076,680,998,1404,830,1115
SETD2,1593,1410,1795,1173,2092,2307,1385,1479
SETD3,955,882,924,752,941,1224,830,1011
SETD4,259,191,421,165,374,405,323,236
SETD5,2403,1846,2599,1224,3231,3295,2445,1583
SETD6,204,149,170,100,206,247,167,162
SETD6P1,0,0,0,1,0,0,0,0
SETD7,4156,3996,4773,3013,4932,5604,3521,4427
SETD9,49,43,63,23,89,70,70,66
SETDB1,540,450,776,444,835,965,541,571
SETDB2,439,442,559,286,510,621,423,388
SETMAR,463,464,472,458,517,639,399,664
SETP1,0,0,0,0,0,0,0,0
SETP10,0,0,0,0,0,0,0,0
SETP11,0,0,0,0,0,0,0,0
SETP12,0,0,0,0,2,1,1,2
SETP14,0,0,0,0,0,1,0,0
SETP15,0,0,0,0,0,0,0,0
SETP16,0,0,0,0,0,0,0,0
SETP17,0,0,0,0,0,0,0,0
SETP2,0,0,0,1,0,0,0,0
SETP20,4,1,4,1,0,1,2,5
SETP21,0,0,0,0,1,2,0,0
SETP22,0,0,0,0,0,0,0,0
SETP3,0,1,0,0,0,1,0,0
SETP4,0,0,0,0,0,0,0,0
SETP5,0,0,0,0,0,1,0,1
SETP6,0,0,0,0,0,0,0,0
SETP7,0,0,0,1,0,0,0,0
SETP8,0,0,0,1,0,0,0,0
SETP9,0,0,0,0,0,0,0,0
SETSIP,0,0,0,0,0,0,0,0
SETX,3086,2980,3313,2045,3412,4477,3058,3094
SEZ6,0,4,2,3,3,2,5,0
SEZ6L,0,0,0,0,0,1,0,0
SEZ6L2,431,358,548,378,932,1085,543,647
SF1,2494,2223,3159,1880,3614,4511,2303,2490
SF3A1,2227,2058,2088,1392,2158,2638,1813,1912
SF3A2,664,504,633,377,595,709,587,599
SF3A2P1,0,0,0,0,0,0,0,0
SF3A3,1134,983,1486,691,1545,1971,1135,1331
SF3A3P1,0,0,0,0,0,1,0,0
SF3A3P2,0,0,0,0,0,0,0,0
SF3B1,7519,6223,9582,5536,9763,10494,7099,7169
SF3B2,4410,4020,4752,3073,5319,6432,3620,4028
SF3B3,3242,2140,3066,1788,3169,3582,2400,2379
SF3B4,980,1008,958,727,1120,1480,779,846
SF3B4P1,0,0,1,0,0,0,0,1
SF3B5,1072,923,1140,536,1045,1261,787,820
SF3B6,652,558,858,463,889,1026,533,618
SFI1,221,197,260,153,255,290,161,195
SFMBT1,122,104,158,86,100,78,89,124
SFMBT2,75,84,50,49,31,33,77,52
SFN,3,4,6,2,0,3,1,1
SFPQ,3412,3529,3386,2290,4373,4943,2943,2998
SFPQP1,0,0,0,0,0,0,0,0
SFR1,90,70,99,65,67,93,76,84
SFR1P1,0,0,0,0,1,0,0,0
SFR1P2,0,0,0,0,0,0,0,0
SFRP1,4691,4031,14613,15804,10638,22057,17475,23736
SFRP2,65,20,54,14,8,1,183,70
SFRP4,163,94,2033,689,302,75,252,148
SFRP5,0,0,0,1,0,0,0,0
SFSWAP,820,682,986,584,965,1002,752,802
SFT2D1,430,455,516,412,416,645,379,487
SFT2D2,1284,1739,1860,2130,1495,2373,1439,2679
SFT2D3,0,0,0,0,0,0,0,0
SFTA2,0,0,1,0,2,1,1,2
SFTA3,0,0,0,0,0,1,0,0
SFTPA1,0,0,0,0,0,0,0,0
SFTPA2,0,0,0,1,0,0,0,0
SFTPA3P,0,0,0,0,0,0,0,0
SFTPB,15,5,16,11,18,6,15,20
SFTPC,0,0,0,0,0,0,0,1
SFTPD,3,6,13,12,11,8,4,0
SFXN1,751,506,752,392,985,1433,745,644
SFXN2,126,35,83,79,38,122,21,58
SFXN3,2433,2275,1957,1359,1555,2361,1991,2341
SFXN4,64,60,88,67,133,117,99,101
SFXN4P1,0,0,0,0,0,0,0,0
SFXN5,287,231,408,142,328,312,237,144
SGCA,6,6,16,11,6,9,9,6
SGCB,2484,2897,3063,2527,3785,5255,1957,3488
SGCD,3110,1209,4952,1009,2184,1512,2480,1209
SGCE,1569,1405,2513,1585,1789,2174,1921,1984
SGCEP1,0,0,0,0,1,0,0,0
SGCG,16,7,15,11,5,6,35,44
SGCZ,4,0,0,0,1,0,0,0
SGF29,80,88,128,63,120,122,117,99
SGIP1,595,424,725,307,1693,2241,565,578
SGK1,1805,2852,2219,1997,2936,5026,2761,3191
